x,y
4.960317503784945070e-01,4.826243129259880638e-01
-1.395724562173369376e+00,2.940616771424437115e+00
-3.806554705125525517e-02,3.121360303078155152e+00
-2.789620957869424211e-01,1.114593092539112762e+00
-6.310948674565922678e-01,1.572125435056643150e+00
-1.263760036342070903e+00,1.949362331877192211e+00
-6.207307160079329478e-01,2.308647991811311417e+00
-1.423564130802961625e+00,9.622135835147500593e-01
8.863682421264142963e-01,2.740017715072805782e+00
3.037030731697366592e-01,1.927305403805962047e+00
-4.991303416252922398e-01,5.808709955093998012e-01
-4.712907729957010461e-01,2.559274183419084636e+00
-9.728634876775851259e-01,2.766180334328835144e+00
-5.603665646304732961e-01,1.855221340478582226e+00
9.389897878004488385e-02,2.130105863530912025e+00
8.353482733138427319e-02,1.393583306776241537e+00
-6.810948673853960411e-01,2.762074643144033281e+00
-2.198557976968402272e+00,1.594182363127869095e+00
6.558358448393867279e-01,1.469773061288430327e+00
1.430829691004825932e+00,8.378042816753091815e-01
-1.203395884964612472e+00,1.495935680544461688e+00
-1.274124187790732776e+00,1.212839775122518837e+00
5.063959018271569912e-01,1.219146869680659107e+00
-1.555528656634260987e+00,1.953468023061994074e+00
-1.406088713622032138e+00,2.204094214669762408e+00
-8.130593932166942928e-01,3.753329082691277740e+00
5.238713190080862558e-01,2.461027500835673454e+00
1.298865165173526348e+00,1.829058721222553530e+00
-4.887661901766305328e-01,1.317393552264069623e+00
-8.234235446653574986e-01,3.016806525936603478e+00
-2.330522502799700302e+00,2.585436802675113110e+00
2.433389217922728720e-01,2.380732055138682135e+00
-1.747857333843025662e+00,3.398149113941953736e+00
5.342354704567444657e-01,3.197550057590343719e+00
-4.842969849991560216e-02,2.384837746323484886e+00
3.744313759958571297e-01,2.210401309227903344e+00
-6.914590188340572485e-01,2.025552086389359907e+00
-8.408989618462855420e-01,1.774925894781590907e+00
-4.284020387991744894e-01,8.639669009313380998e-01
-1.615892808011726300e+00,2.406894674394709721e+00
1.018332767957714102e+00,1.748763275525562433e+00
-3.393262471644015177e-01,1.568019743871841065e+00
6.661999962880442716e-01,2.206295618043100148e+00
-4.109266216182440590e-01,2.105847532086353446e+00
1.113743959609738016e-01,3.371986494685925706e+00
-4.005624701695835177e-01,2.842370088841024156e+00
-1.335360410795913610e+00,2.487190120091701928e+00
3.640672245471953117e-01,1.473878752473231524e+00
4.356675990010392407e-01,9.360509642587205859e-01
-2.685979443382836007e-01,1.851115649293780141e+00
