x,y
4.960317503784995030e-01,4.826243129260101572e-01
-1.395724562173369598e+00,2.940616771424437559e+00
-3.806554705130985039e-02,3.121360303078148490e+00
-2.789620957869424211e-01,1.114593092539112762e+00
-6.310948674565922678e-01,1.572125435056643372e+00
-1.263760036342071125e+00,1.949362331877192211e+00
-6.207307160079384989e-01,2.308647991811302536e+00
-1.423564130802959182e+00,9.622135835147502814e-01
8.863682421264148514e-01,2.740017715072823101e+00
3.037030731697206720e-01,1.927305403805981143e+00
-4.991303416252899083e-01,5.808709955094006894e-01
-4.712907729957211966e-01,2.559274183419113058e+00
-9.728634876775794638e-01,2.766180334328835588e+00
-5.603665646304739623e-01,1.855221340478579561e+00
9.389897878002653742e-02,2.130105863530952437e+00
8.353482733133410498e-02,1.393583306776238651e+00
-6.810948673853337576e-01,2.762074643143867192e+00
-2.198557976968402272e+00,1.594182363127869095e+00
6.558358448393860618e-01,1.469773061288413007e+00
1.430829691004825932e+00,8.378042816753091815e-01
-1.203395884964601370e+00,1.495935680544485891e+00
-1.274124187790722340e+00,1.212839775122493524e+00
5.063959018271586565e-01,1.219146869680652445e+00
-1.555528656634260987e+00,1.953468023061994074e+00
-1.406088713622058339e+00,2.204094214669732654e+00
-8.130593932166942928e-01,3.753329082691277740e+00
5.238713190080848126e-01,2.461027500835659243e+00
1.298865165173508363e+00,1.829058721222573070e+00
-4.887661901766289230e-01,1.317393552264060297e+00
-8.234235446654034618e-01,3.016806525936587047e+00
-2.330522502799700302e+00,2.585436802675113110e+00
2.433389217922671821e-01,2.380732055138662595e+00
-1.747857333843025662e+00,3.398149113941953736e+00
-9.832276391262334547e-01,2.029657777574195521e+00
-4.842969849987663333e-02,2.384837746323504870e+00
3.744313759958514121e-01,2.210401309227917999e+00
-6.914590188340674626e-01,2.025552086389348361e+00
-8.408989618462903159e-01,1.774925894781592017e+00
-4.284020387991720469e-01,8.639669009313363235e-01
-1.615892808011599069e+00,2.406894674394727041e+00
1.018332767957712992e+00,1.748763275525561545e+00
-3.393262471643975209e-01,1.568019743871815086e+00
-2.082337929608143456e-01,1.397688997961071156e+00
-4.109266216182647646e-01,2.105847532086384533e+00
1.113743959609704293e-01,3.371986494685918601e+00
-4.005624701695583711e-01,2.842370088841035702e+00
-1.335360410795965791e+00,2.487190120091655299e+00
3.640672245471732182e-01,1.473878752473260390e+00
4.356675990010392963e-01,9.360509642587273582e-01
-2.685979443376507736e-01,1.851115649293872956e+00
