x,y
6.072654228054276793e+00,-1.294766299264128007e+00
3.871946885755200629e+00,-1.812759688461733631e+00
4.553149366732027303e+00,-2.369009552994117751e+00
3.356338428890688785e+00,-1.458968661524832289e+00
3.114840781561329930e+00,-1.629700078737598368e+00
4.322126778963205851e+00,-2.705697571940324675e+00
4.306147478062576361e+00,-2.138995914992238845e+00
4.075124890293756685e+00,-2.475683933938448877e+00
3.383447349756381506e+00,-1.753477467672621470e+00
5.244826907269403371e+00,-3.091216019259941827e+00
4.794647014061395929e+00,-2.198278135781351672e+00
3.510928644903159590e+00,-2.745318442520753965e+00
3.526907945803785083e+00,-3.312020099468842016e+00
4.870343723453175677e+00,-1.869361406409930426e+00
4.102969473524022526e+00,-1.476071669515524487e+00
5.793043851759371421e+00,-2.254879853729547357e+00
2.835230405266413456e+00,-2.589813633203015719e+00
5.149954099748079273e+00,-9.092478519445107432e-01
2.385050512058408234e+00,-1.696875749724423343e+00
3.806518322098698448e+00,-2.351906545003425997e+00
5.228847606368772105e+00,-2.524514362311852445e+00
5.524437283564307855e+00,-2.131102464794522255e+00
4.151557262050106445e+00,-8.526461339963137265e-01
5.277435394894856913e+00,-1.901088826792647124e+00
4.601737155258113887e+00,-1.745584017474907101e+00
4.729218450404889751e+00,-2.737424992323042705e+00
4.433628773209354890e+00,-3.130836889840369341e+00
3.630449238425832448e+00,-1.983491105674499266e+00
3.307750640364603534e+00,-2.082394197044043160e+00
3.076728052595782081e+00,-2.419082215990249196e+00
4.279038557196884085e+00,-1.844487108844449219e+00
3.999428180901978269e+00,-2.804600663309868125e+00
3.757930533572608311e+00,-2.975332080522635980e+00
4.997825018599952429e+00,-2.861202381258066474e+00
4.178666182915801386e+00,-1.147154940144104573e+00
5.101366311221997130e+00,-1.532673387463721282e+00
5.074257390356303077e+00,-1.238164581315930546e+00
4.449608074109982603e+00,-3.697538546788460501e+00
3.180269345217828114e+00,-1.090553222195906447e+00
4.354735266588662057e+00,-1.515570379473029083e+00
