x,y
6.044751324866611597e+00,-1.291940436773869605e+00
3.923571145457729337e+00,-1.831713618372081243e+00
4.593646317464534334e+00,-2.454575962314426096e+00
3.316664770825174635e+00,-1.414295908309365801e+00
3.428303892411051379e+00,-2.700454286269928783e+00
4.428289006634586578e+00,-2.694997975121963485e+00
4.258608731461141161e+00,-2.143144790343271655e+00
4.093251420631205839e+00,-2.383566803150791724e+00
3.360812130693309197e+00,-1.702734454804099240e+00
5.326085607402434974e+00,-3.135408310661119025e+00
4.821367746225567075e+00,-2.272123953911285188e+00
5.651672585275626659e+00,-1.714814457984553453e+00
3.597984167584555859e+00,-3.252307471048654364e+00
4.923556259681262759e+00,-1.826257307224109727e+00
4.088928456287666435e+00,-1.591291605564561173e+00
5.821352860449102273e+00,-2.266667642763267043e+00
2.865544877646635236e+00,-2.571475122701949889e+00
5.146954724098771194e+00,-8.515301012347110676e-01
2.360827016469773998e+00,-1.708190765952069645e+00
3.821382632002036317e+00,-2.277580265059249598e+00
5.156405332228981564e+00,-2.583555125882424086e+00
5.549484071819936304e+00,-2.160681104671719144e+00
4.146969609875233331e+00,-8.569864123826820279e-01
5.214446485816547572e+00,-1.849249932700546717e+00
4.651687471052103007e+00,-1.720270769132554278e+00
4.719179232769874055e+00,-2.717990600598398032e+00
4.326100493178899775e+00,-3.140864621809105639e+00
3.695849716696695708e+00,-2.014165626775267004e+00
3.258623617237605963e+00,-2.148601101491242282e+00
3.093266306407680855e+00,-2.389023114298781891e+00
4.214461371593012373e+00,-1.854706243848527558e+00
3.991062907175499941e+00,-2.829433449837924996e+00
3.763341478414478747e+00,-3.011885458241116087e+00
4.991048021399043577e+00,-2.823977138689952149e+00
4.191116969743369225e+00,-1.145424958877415911e+00
5.088913570511209628e+00,-1.585835294416579888e+00
5.044766210643062188e+00,-1.297396747921843119e+00
4.495780768352378054e+00,-3.692717806587805907e+00
3.191131855519834026e+00,-1.150881270025388980e+00
4.316649885048708057e+00,-1.408839597161391399e+00
