x,y
2.978815807202411126e+00,5.832528963532191746e+00
4.816155476654141232e+00,5.938074848979128184e+00
5.146322721860212113e+00,5.682763438827113767e+00
3.042743884023937362e+00,6.830483472011374957e+00
4.216319911146301891e+00,7.216102341946592169e+00
5.978612639613501756e+00,5.128422846044768946e+00
4.052819136811727674e+00,5.292073585608818576e+00
4.325151668269596072e+00,7.432374904478508348e+00
4.261223591447937942e+00,6.434420395999629783e+00
5.037490964737174615e+00,5.466490876295506673e+00
4.205201046983533253e+00,6.020831469077270626e+00
4.394105246180576962e+00,6.232033048326160340e+00
3.497887251605786840e+00,5.788419132629048391e+00
3.963487635127644015e+00,6.006946254218571646e+00
3.320101916571282619e+00,6.772488426249526405e+00
4.968537386825905955e+00,6.666832732447590892e+00
4.439008926482504336e+00,5.450351102378860446e+00
3.561815328425842697e+00,6.786373641108705002e+00
4.904609310004374834e+00,5.668878223968421004e+00
4.979656250988704791e+00,7.862103605316876909e+00
4.638370141619749809e+00,6.922144142599607086e+00
3.919937482079096647e+00,5.494460933282285353e+00
3.220529219058298587e+00,5.846414178390889838e+00
5.157441586023036706e+00,6.878034311696453074e+00
3.875033801777285625e+00,6.276142879229377414e+00
4.097722817113070626e+00,4.510391639661730956e+00
4.859705629702593122e+00,6.450560169915951825e+00
3.384029993392865698e+00,7.770442934728662543e+00
3.156601142236810986e+00,4.848459669911718173e+00
5.335226921057584448e+00,5.893965018076201545e+00
4.027415711949174693e+00,7.004900762697740646e+00
3.983865558900419490e+00,6.492415441761468564e+00
5.800827304579394550e+00,6.112492139665598678e+00
5.082394645038752934e+00,4.684808930347939437e+00
5.202345266324892137e+00,6.096352365749162061e+00
4.993940811688447390e+00,4.954005555358635071e+00
5.623041969544988916e+00,7.096561433285960341e+00
4.141272970162022560e+00,5.022876960598090967e+00
4.161650893934956130e+00,5.508346148140743637e+00
4.502937003303965291e+00,6.448305610858026782e+00
