x,y
-5.199368753262485932e+00,1.822908822260179695e+00
-5.500134778118668244e+00,3.144460196189136525e+00
-5.609963966728954254e+00,9.110910933919439403e-01
-5.582513723084730373e+00,3.342983504588727506e+00
-6.739332182725159548e+00,4.229473677043073643e+00
-4.485113161093996936e+00,2.002941711754494758e+00
-4.615009043174796766e+00,1.011414072291807686e+00
-3.841335553356598709e+00,1.644998582166009138e+00
-6.154972472637467718e+00,3.417978927074703410e+00
-4.998154012997034101e+00,2.531488754620357273e+00
-4.646976697180265070e+00,2.989754863108717409e+00
-5.630030660199465409e+00,2.152932556726448343e+00
-5.863213054470397090e+00,3.422693415183172050e+00
-7.020031514110833371e+00,4.309183587637527069e+00
-6.064427794735849808e+00,2.714113482823004464e+00
-4.425695263444291427e+00,2.456493332134381369e+00
-5.815696117355655836e+00,4.612744363045462315e+00
-5.420650186998452469e+00,2.356170353234515069e+00
-5.452617841003931431e+00,4.334511144051413467e+00
-6.988063860105354408e+00,2.330842796820618457e+00
-4.776872579261067564e+00,1.998227223646029005e+00
-6.435671804023137099e+00,3.497688837669156836e+00
-6.858167978024559019e+00,3.322370436283307082e+00
-5.803795156820692469e+00,3.876245035563059549e+00
-4.658877657715221332e+00,3.726254190591104631e+00
-4.880159091451186093e+00,4.259515721565444224e+00
-5.219435446732998862e+00,3.064750285594686208e+00
-5.783728463350176874e+00,2.634403572228552370e+00
-3.711439671275801988e+00,2.636526221628697542e+00
-5.673899274739899745e+00,4.867772675025744178e+00
-6.447572764558091585e+00,4.234188165151541838e+00
-5.480068084648157978e+00,1.902618732854632233e+00
-6.194323676816644308e+00,1.722585843360315394e+00
-5.771827502815226829e+00,1.897904244746162483e+00
-5.440716880468976946e+00,3.598011816569023580e+00
-5.069472871181689655e+00,2.814436461722868543e+00
-6.356187212902920436e+00,2.709398994714534048e+00
-4.295799381363496039e+00,3.448020971597070439e+00
-6.565567686103933376e+00,2.506161198206469098e+00
-5.278853344382703483e+00,2.611198665214801373e+00
-5.408749226463505089e+00,1.619671025752114080e+00
-4.706394594829959033e+00,2.536203242728831242e+00
-5.744377259171002947e+00,4.329796655942940831e+00
-6.403704150017663466e+00,1.519348046852248224e+00
-5.361232289348761171e+00,2.809721973614399904e+00
-4.074517947627525949e+00,2.914759440622730402e+00
-5.010054973531984146e+00,3.267988082102755154e+00
-5.570612762549773223e+00,2.606484177106334510e+00
-4.505179854564510755e+00,3.244783175089001492e+00
-4.868258130916232496e+00,3.523016394083043679e+00
-5.993108936551193366e+00,2.431165775720484312e+00
-6.214390370287161680e+00,2.964427306694819908e+00
-6.609436300644371265e+00,5.221001316505762269e+00
-5.641931620734426112e+00,2.889431884208848889e+00
-6.226291330822124159e+00,3.700926634177222674e+00
-6.273808267936865413e+00,2.510875686314937294e+00
-5.653832581269379709e+00,3.625931211691240996e+00
-5.231336407267964894e+00,3.801249613077088974e+00
-6.577468646638887861e+00,3.242660525688854989e+00
-7.149927396191626983e+00,3.317655948174839331e+00
-4.678944351185744921e+00,4.968095653925615807e+00
-4.808840233266533204e+00,3.976568014462928069e+00
-6.084494488206362739e+00,3.955954946157507202e+00
-5.614481377090218217e+00,5.321324295405629456e+00
-4.635075736645307920e+00,2.253255535626311978e+00
-5.945591999436450337e+00,3.621216723582772801e+00
-5.290754304917653528e+00,3.347697992697202807e+00
-6.025076590556676770e+00,4.409506566537390704e+00
-5.089539564652205250e+00,4.056277925057374389e+00
-4.836290476910755309e+00,1.544675603266143504e+00
