x,y
-2.092395589103285547e-01,4.915894159411818981e-02
-3.759062255769952121e-01,6.019297399866848641e-01
1.686140661634507154e+00,-3.961434956966305987e-01
6.861406616345071541e-01,-3.961434956966305987e-01
-1.333333333333333259e+00,3.132546053918720541e-01
-5.425728922436618973e-01,-1.369637260582887039e+00
6.240937744230047324e-01,-1.130121067582192440e+00
-6.666666666666666297e-01,-1.105541596785133196e+00
9.574271077563381027e-01,2.886751345948128655e-01
3.953802205448357365e-01,4.207229664936897318e-01
-1.166666666666666741e+00,-2.395161930006945994e-01
4.574271077563381027e-01,-1.369637260582887039e+00
-5.425728922436618973e-01,-5.773502691896257311e-01
3.528073283011738392e-01,-1.814939697873635849e+00
-7.712864461218309486e-01,1.812067734929951046e-01
-1.666666666666666741e+00,-1.105541596785133196e+00
-9.379531127884975783e-01,-9.980732356833154073e-01
-1.104619779455164208e+00,-1.237589428684010118e+00
-1.271286446121830949e+00,-6.848186302914435197e-01
7.907604410896714731e-01,4.915894159411818981e-02
0.000000000000000000e+00,0.000000000000000000e+00
7.287135538781690514e-01,-6.848186302914435197e-01
2.287135538781690514e-01,-1.550844034075882005e+00
1.947399496784048625e-02,-7.093981010885026528e-01
1.019473994967840413e+00,-7.093981010885026528e-01
-1.000000000000000000e+00,0.000000000000000000e+00
-1.666666666666666574e-01,-2.395161930006945994e-01
-6.046197794551643190e-01,-2.103614832468448714e+00
-5.000000000000000000e-01,8.660254037844387076e-01
-3.759062255769952121e-01,-1.130121067582192440e+00
-1.500000000000000000e+00,8.660254037844387076e-01
-9.379531127884975783e-01,7.339775718855617859e-01
8.528073283011737837e-01,-9.489142940891971412e-01
-4.257289224366189728e-02,2.886751345948128655e-01
4.574271077563381027e-01,-5.773502691896257311e-01
2.287135538781690514e-01,1.812067734929951046e-01
-1.046197794551642773e-01,1.286748370278128384e+00
1.290760441089671362e+00,-8.168664621903204415e-01
7.907604410896714731e-01,-1.682891865974758927e+00
1.861406616345071541e-01,-1.262168899481069362e+00
-7.092395589103285269e-01,-8.168664621903204415e-01
5.620468872115024217e-01,-1.320478318988768940e-01
-1.471926716988261885e-01,-9.489142940891971412e-01
-3.333333333333333148e-01,3.132546053918720541e-01
-4.257289224366189728e-02,-2.235662664367325636e+00
1.186140661634507154e+00,-1.262168899481069362e+00
5.194739949678405244e-01,1.566273026959360271e-01
2.907604410896714175e-01,-8.168664621903204415e-01
-4.379531127884976338e-01,-1.320478318988768940e-01
1.519473994967840413e+00,1.566273026959360271e-01
1.124093774423004843e+00,-2.640956637977537880e-01
1.240937744230047740e-01,-2.640956637977537880e-01
-2.712864461218309486e-01,-6.848186302914435197e-01
-3.138593383654928459e-01,-3.961434956966305987e-01
6.204688721150238701e-02,7.339775718855617859e-01
-2.092395589103285547e-01,-1.682891865974758927e+00
-6.046197794551643190e-01,4.207229664936897318e-01
6.204688721150238701e-02,-9.980732356833154073e-01
3.953802205448357365e-01,-3.715640248995713546e-01
-8.333333333333333703e-01,-5.527707983925665980e-01
-1.046197794551642773e-01,-1.237589428684010118e+00
-1.437953112788497689e+00,-1.320478318988768940e-01
6.240937744230047324e-01,6.019297399866848641e-01
1.352807328301173895e+00,-1.814939697873635849e+00
-1.833333333333333259e+00,-5.527707983925665980e-01
4.574271077563381027e-01,1.154700538379251462e+00
-8.759062255769952676e-01,-2.640956637977537880e-01
-6.046197794551643190e-01,-3.715640248995713546e-01
1.666666666666666574e-01,-5.527707983925665980e-01
-7.712864461218309486e-01,-1.550844034075882005e+00
