x,y
6.056974339183753386e+00,-1.293553431185740843e+00
3.903871600393030494e+00,-1.822912256274270781e+00
4.576586791316660019e+00,-2.421093363909363472e+00
3.332356636247196580e+00,-1.430330414454588306e+00
3.097075974075125249e+00,-1.609532368955555626e+00
4.385485604651806923e+00,-2.699295705970706560e+00
4.277905603262531109e+00,-2.142669575299443352e+00
4.086804416597676237e+00,-2.420871917360788661e+00
3.369909750166818263e+00,-1.723690422165317759e+00
5.293481457747517993e+00,-3.118274859104833485e+00
4.811867453488741120e+00,-2.241891409408397262e+00
3.461061086444435997e+00,-2.719527474044188153e+00
3.568641087833703818e+00,-3.276153604715452250e+00
4.903648933415777122e+00,-1.844014018616042305e+00
4.094972787057884034e+00,-1.544709914212928137e+00
5.811644786511488192e+00,-2.262993171750169452e+00
2.851746421402848508e+00,-2.578972109519981792e+00
5.148978486088040540e+00,-8.745742780516133630e-01
2.370132417144073411e+00,-1.702588659823544237e+00
3.813970640505977450e+00,-2.306713864151027860e+00
5.185901456358244843e+00,-2.561648728433562727e+00
5.538811010419783187e+00,-2.148835118540404654e+00
4.149201153065295244e+00,-8.534725157098412840e-01
5.240129822365651613e+00,-1.870411329930486533e+00
4.630815157324073006e+00,-1.729855965406279728e+00
4.721966493601684078e+00,-2.725693017285152564e+00
4.369056939540148399e+00,-3.138506627178310193e+00
3.668590938220948949e+00,-2.002114210775237435e+00
3.278128270239784481e+00,-2.121567812957673382e+00
3.087027083574930497e+00,-2.399770155019014251e+00
4.240352489342906317e+00,-1.849309567588714565e+00
3.995022936670642455e+00,-2.818749308153142508e+00
3.759742274498559578e+00,-2.997951262654110494e+00
4.994800269693388195e+00,-2.839851070494916030e+00
4.186754266984919148e+00,-1.146832523420572292e+00
5.094750120080631106e+00,-1.565811676554696330e+00
5.057197006161006314e+00,-1.272451668843967765e+00
4.476636940929416220e+00,-3.695132757849579619e+00
3.186976933962174297e+00,-1.125730761078799436e+00
4.332133969269940543e+00,-1.451432176796360052e+00
