x,y
6.046197794551643190e-01,3.835665640037325463e+00
5.425728922436618973e-01,4.833738875720641204e+00
1.437953112788497689e+00,4.388436438429892839e+00
-1.947399496784048625e-02,2.441448908657379846e+00
1.104619779455164208e+00,4.701691043821764282e+00
1.937953112788497689e+00,4.462174850821069683e+00
1.480526005032159587e+00,3.307474312441818665e+00
1.042572892243661897e+00,5.699764279505079578e+00
2.092395589103285547e-01,3.414942673543636342e+00
1.042572892243661897e+00,3.175426480542941743e+00
1.104619779455164208e+00,2.969640236252887089e+00
1.042572892243661897e+00,3.967713471936202385e+00
1.937953112788497689e+00,3.522411034645454464e+00
7.092395589103285269e-01,4.280968077328075161e+00
1.604619779455164208e+00,3.835665640037325463e+00
1.542572892243661897e+00,4.833738875720641204e+00
2.437953112788497467e+00,4.388436438429892839e+00
1.333333333333333259e+00,3.150847009745882499e+00
1.271286446121830949e+00,4.148920245429198239e+00
1.209239558910328638e+00,5.146993481112513535e+00
2.166666666666666519e+00,3.703617808138448542e+00
2.104619779455164430e+00,4.701691043821764282e+00
2.042572892243661897e+00,5.699764279505079578e+00
3.000000000000000000e+00,4.256388606531015917e+00
2.937953112788497467e+00,5.254461842214331213e+00
1.833333333333333259e+00,4.016872413530321317e+00
1.771286446121830949e+00,5.014945649213636614e+00
2.666666666666666519e+00,4.569643211922888248e+00
2.937953112788497467e+00,3.522411034645454464e+00
3.759062255769952121e-01,2.862171875151069855e+00
3.138593383654928459e-01,3.860245110834385596e+00
1.209239558910328638e+00,3.414942673543636342e+00
2.092395589103285547e-01,5.146993481112513535e+00
2.104619779455164430e+00,2.969640236252887089e+00
2.042572892243661897e+00,3.967713471936202385e+00
-2.907604410896714175e-01,4.280968077328075161e+00
9.379531127884975783e-01,2.730124043252192934e+00
8.759062255769952676e-01,3.728197278935508674e+00
8.138593383654928459e-01,4.726270514618823526e+00
1.833333333333333259e+00,2.284821605961444124e+00
1.771286446121830949e+00,3.282894841644759421e+00
1.709239558910328638e+00,4.280968077328075161e+00
2.666666666666666519e+00,2.837592404354010611e+00
2.604619779455164430e+00,3.835665640037325463e+00
2.542572892243661897e+00,4.833738875720641204e+00
3.437953112788497467e+00,4.388436438429892839e+00
1.437953112788497689e+00,3.596149447036630864e+00
2.333333333333333481e+00,3.150847009745882499e+00
2.271286446121830949e+00,4.148920245429198239e+00
3.166666666666666519e+00,3.703617808138448542e+00
1.937953112788497689e+00,5.254461842214331213e+00
2.833333333333333481e+00,4.016872413530321317e+00
2.771286446121830949e+00,5.014945649213636614e+00
9.379531127884975783e-01,4.462174850821069683e+00
1.709239558910328638e+00,2.548917269759197524e+00
8.759062255769952676e-01,1.996146471366630815e+00
8.138593383654928459e-01,2.994219707049946333e+00
3.209239558910328416e+00,3.414942673543636342e+00
9.805260050321594756e-01,4.173499716226256595e+00
4.805260050321595311e-01,3.307474312441818665e+00
1.375906225576995157e+00,2.862171875151069855e+00
1.313859338365492846e+00,3.860245110834385596e+00
2.209239558910328416e+00,3.414942673543636342e+00
-1.947399496784048625e-02,4.173499716226256595e+00
3.666666666666666519e+00,4.569643211922888248e+00
1.937953112788497689e+00,2.730124043252192934e+00
1.875906225576995157e+00,3.728197278935508674e+00
1.813859338365492846e+00,4.726270514618823526e+00
2.833333333333333481e+00,2.284821605961444124e+00
2.771286446121830949e+00,3.282894841644759421e+00
2.709239558910328416e+00,4.280968077328075161e+00
3.666666666666666519e+00,2.837592404354010611e+00
2.437953112788497467e+00,3.596149447036630864e+00
3.333333333333333481e+00,3.150847009745882499e+00
3.271286446121830949e+00,4.148920245429198239e+00
4.166666666666666963e+00,3.703617808138448542e+00
9.805260050321594756e-01,2.441448908657379846e+00
1.875906225576995157e+00,1.996146471366630815e+00
1.813859338365492846e+00,2.994219707049946333e+00
2.709239558910328416e+00,2.548917269759197524e+00
-5.194739949678405244e-01,3.307474312441818665e+00
2.375906225576995379e+00,2.862171875151069855e+00
2.313859338365492846e+00,3.860245110834385596e+00
4.379531127884976338e-01,3.596149447036630864e+00
