x,y
-1.352807328301173895e+00,3.546990505442513264e+00
-4.574271077563381027e-01,3.101688068151764011e+00
-5.194739949678405244e-01,4.099761303835079751e+00
-7.907604410896714731e-01,3.414942673543636342e+00
-8.528073283011737837e-01,4.413015909226952083e+00
1.046197794551642773e-01,2.969640236252887089e+00
4.257289224366189728e-02,3.967713471936202385e+00
-1.947399496784048625e-02,4.965786707619519014e+00
-2.287135538781690514e-01,3.282894841644759421e+00
-2.907604410896714175e-01,4.280968077328075161e+00
6.046197794551643190e-01,3.835665640037325463e+00
5.425728922436618973e-01,4.833738875720641204e+00
-1.748187548846009465e+00,3.126267538948823699e+00
-8.528073283011737837e-01,2.680965101658074445e+00
-9.148542155126762054e-01,3.679038337341390186e+00
-1.186140661634507154e+00,2.994219707049946333e+00
-1.248187548846009465e+00,3.992292942733261629e+00
-2.907604410896714175e-01,2.548917269759197524e+00
-3.528073283011738392e-01,3.546990505442513264e+00
-4.148542155126762054e-01,4.545063741125829004e+00
5.425728922436618973e-01,3.101688068151764011e+00
4.805260050321595311e-01,4.099761303835079751e+00
-6.240937744230047324e-01,2.862171875151069855e+00
-6.861406616345071541e-01,3.860245110834385596e+00
2.712864461218309486e-01,2.416869437860320602e+00
2.092395589103285547e-01,3.414942673543636342e+00
1.471926716988261885e-01,4.413015909226952083e+00
1.104619779455164208e+00,2.969640236252887089e+00
1.042572892243661897e+00,3.967713471936202385e+00
9.805260050321594756e-01,4.965786707619519014e+00
-6.204688721150238701e-02,2.730124043252192934e+00
-1.240937744230047740e-01,3.728197278935508674e+00
7.712864461218309486e-01,3.282894841644759421e+00
7.092395589103285269e-01,4.280968077328075161e+00
1.604619779455164208e+00,3.835665640037325463e+00
-1.581520882179342946e+00,2.573496740556256768e+00
-6.861406616345071541e-01,2.128194303265507958e+00
-7.481875488460095758e-01,3.126267538948823699e+00
1.471926716988261885e-01,2.680965101658074445e+00
8.514578448732379456e-02,3.679038337341390186e+00
-1.019473994967840413e+00,2.441448908657379846e+00
-1.081520882179342946e+00,3.439522144340694698e+00
-1.240937744230047740e-01,1.996146471366630815e+00
-1.861406616345071541e-01,2.994219707049946333e+00
-2.481875488460095480e-01,3.992292942733261629e+00
7.092395589103285269e-01,2.548917269759197524e+00
6.471926716988262163e-01,3.546990505442513264e+00
-4.574271077563381027e-01,2.309401076758502924e+00
-5.194739949678405244e-01,3.307474312441818665e+00
4.379531127884976338e-01,1.864098639467754337e+00
3.759062255769952121e-01,2.862171875151069855e+00
3.138593383654928459e-01,3.860245110834385596e+00
1.271286446121830949e+00,2.416869437860320602e+00
1.209239558910328638e+00,3.414942673543636342e+00
9.379531127884975783e-01,2.730124043252192934e+00
8.759062255769952676e-01,3.728197278935508674e+00
1.771286446121830949e+00,3.282894841644759421e+00
1.709239558910328638e+00,4.280968077328075161e+00
-5.194739949678405244e-01,1.575423504872941249e+00
-5.815208821793428351e-01,2.573496740556256768e+00
3.138593383654928459e-01,2.128194303265507958e+00
2.518124511539904797e-01,3.126267538948823699e+00
4.257289224366189728e-02,1.443375672974064328e+00
-1.947399496784048625e-02,2.441448908657379846e+00
-8.152088217934287673e-02,3.439522144340694698e+00
8.759062255769952676e-01,1.996146471366630815e+00
8.138593383654928459e-01,2.994219707049946333e+00
7.518124511539904242e-01,3.992292942733261629e+00
5.425728922436618973e-01,2.309401076758502924e+00
4.805260050321595311e-01,3.307474312441818665e+00
1.437953112788497689e+00,1.864098639467754337e+00
1.375906225576995157e+00,2.862171875151069855e+00
