x,y
1.104619779455164208e+00,2.969640236252887089e+00
1.042572892243661897e+00,3.967713471936202385e+00
2.000000000000000000e+00,2.524337798962138724e+00
1.937953112788497689e+00,3.522411034645454464e+00
1.875906225576995157e+00,4.520484270328769760e+00
2.833333333333333481e+00,3.077108597354705211e+00
2.771286446121830949e+00,4.075181833038020507e+00
2.500000000000000000e+00,3.390363202746577542e+00
3.333333333333333481e+00,3.943134001139144029e+00
1.604619779455164208e+00,2.103614832468448714e+00
1.542572892243661897e+00,3.101688068151764011e+00
2.500000000000000000e+00,1.658312395177699905e+00
2.437953112788497467e+00,2.656385630861015645e+00
2.375906225576995379e+00,3.654458866544330942e+00
3.333333333333333481e+00,2.211083193570266392e+00
3.271286446121830949e+00,3.209156429253582132e+00
2.104619779455164430e+00,2.969640236252887089e+00
2.042572892243661897e+00,3.967713471936202385e+00
3.000000000000000000e+00,2.524337798962138724e+00
2.937953112788497467e+00,3.522411034645454464e+00
2.875906225576995379e+00,4.520484270328769760e+00
3.833333333333333481e+00,3.077108597354705211e+00
3.771286446121830949e+00,4.075181833038020507e+00
1.833333333333333259e+00,2.284821605961444124e+00
1.771286446121830949e+00,3.282894841644759421e+00
2.728713553878169051e+00,1.839519168670695093e+00
2.666666666666666519e+00,2.837592404354010611e+00
2.604619779455164430e+00,3.835665640037325463e+00
3.562046887211502533e+00,2.392289967063261358e+00
3.500000000000000000e+00,3.390363202746577542e+00
1.147192671698826105e+00,2.680965101658074445e+00
2.042572892243661897e+00,2.235662664367325636e+00
8.759062255769952676e-01,1.996146471366630815e+00
8.138593383654928459e-01,2.994219707049946333e+00
1.771286446121830949e+00,1.550844034075882005e+00
1.709239558910328638e+00,2.548917269759197524e+00
1.647192671698826105e+00,3.546990505442513264e+00
2.604619779455164430e+00,2.103614832468448714e+00
2.542572892243661897e+00,3.101688068151764011e+00
2.333333333333333481e+00,1.418796202177005306e+00
2.271286446121830949e+00,2.416869437860320602e+00
3.228713553878169051e+00,9.734937648862563853e-01
3.166666666666666519e+00,1.971567000569572015e+00
3.104619779455164430e+00,2.969640236252887089e+00
4.062046887211502089e+00,1.526264563278822983e+00
4.000000000000000000e+00,2.524337798962138724e+00
2.833333333333333481e+00,2.284821605961444124e+00
2.771286446121830949e+00,3.282894841644759421e+00
3.728713553878169051e+00,1.839519168670695093e+00
3.666666666666666519e+00,2.837592404354010611e+00
3.604619779455164430e+00,3.835665640037325463e+00
4.562046887211502089e+00,2.392289967063261358e+00
4.500000000000000000e+00,3.390363202746577542e+00
1.375906225576995157e+00,1.130121067582192440e+00
1.313859338365492846e+00,2.128194303265507958e+00
2.271286446121830949e+00,6.848186302914435197e-01
2.209239558910328416e+00,1.682891865974758927e+00
2.147192671698826327e+00,2.680965101658074445e+00
3.104619779455164430e+00,1.237589428684010118e+00
3.042572892243661897e+00,2.235662664367325636e+00
1.875906225576995157e+00,1.996146471366630815e+00
1.813859338365492846e+00,2.994219707049946333e+00
2.771286446121830949e+00,1.550844034075882005e+00
2.709239558910328416e+00,2.548917269759197524e+00
2.647192671698826327e+00,3.546990505442513264e+00
3.604619779455164430e+00,2.103614832468448714e+00
3.542572892243661897e+00,3.101688068151764011e+00
3.333333333333333481e+00,1.418796202177005306e+00
3.271286446121830949e+00,2.416869437860320602e+00
