x,y
3.333333333333333148e-01,1.418796202177005306e+00
1.833333333333333259e+00,2.284821605961444124e+00
2.395380220544835570e+00,4.207229664936897318e-01
-6.204688721150238701e-02,9.980732356833154073e-01
1.046197794551642773e-01,4.453024372907488093e-01
7.712864461218309486e-01,1.550844034075882005e+00
1.166666666666666741e+00,-5.527707983925665980e-01
2.562046887211502533e+00,1.600002975670000493e+00
6.046197794551643190e-01,1.311327841075187406e+00
1.728713553878169051e+00,1.839519168670695093e+00
1.771286446121830949e+00,1.550844034075882005e+00
1.666666666666666741e+00,3.132546053918720541e-01
1.624093774423004843e+00,6.019297399866848641e-01
1.666666666666666741e+00,2.837592404354010611e+00
1.457427107756338103e+00,1.154700538379251462e+00
2.624093774423004621e+00,6.019297399866848641e-01
1.790760441089671362e+00,8.414459329873794635e-01
1.062046887211502311e+00,7.339775718855617859e-01
1.437953112788497689e+00,1.864098639467754337e+00
1.395380220544835792e+00,4.207229664936897318e-01
8.333333333333333703e-01,5.527707983925665980e-01
1.166666666666666741e+00,1.971567000569572015e+00
1.957427107756338103e+00,2.886751345948128655e-01
2.166666666666666519e+00,1.971567000569572015e+00
2.000000000000000000e+00,1.732050807568877415e+00
2.000000000000000000e+00,0.000000000000000000e+00
2.957427107756338103e+00,2.886751345948128655e-01
2.728713553878169051e+00,1.839519168670695093e+00
1.728713553878169051e+00,1.047232177277433562e+00
2.228713553878169051e+00,2.705544572455133689e+00
2.166666666666666519e+00,1.179280009176310706e+00
3.124093774423004621e+00,-2.640956637977537880e-01
2.395380220544835570e+00,2.152773774062566758e+00
3.290760441089671584e+00,1.707471336771818171e+00
2.124093774423004621e+00,-2.640956637977537880e-01
1.833333333333333259e+00,5.527707983925665980e-01
2.457427107756338103e+00,1.154700538379251462e+00
2.228713553878169051e+00,1.812067734929951046e-01
1.333333333333333259e+00,1.418796202177005306e+00
2.228713553878169051e+00,9.734937648862563853e-01
3.457427107756338103e+00,1.154700538379251462e+00
9.379531127884975783e-01,9.980732356833154073e-01
8.953802205448356810e-01,1.286748370278128384e+00
1.895380220544835792e+00,1.286748370278128384e+00
3.062046887211502533e+00,7.339775718855617859e-01
1.604619779455164208e+00,1.311327841075187406e+00
1.562046887211502311e+00,1.600002975670000493e+00
8.333333333333333703e-01,2.284821605961444124e+00
1.937953112788497689e+00,9.980732356833154073e-01
1.728713553878169051e+00,-6.848186302914435197e-01
2.500000000000000000e+00,8.660254037844387076e-01
1.271286446121830949e+00,2.416869437860320602e+00
1.395380220544835792e+00,2.152773774062566758e+00
1.000000000000000000e+00,0.000000000000000000e+00
4.379531127884976338e-01,1.864098639467754337e+00
1.104619779455164208e+00,4.453024372907488093e-01
1.228713553878169051e+00,1.812067734929951046e-01
1.500000000000000000e+00,8.660254037844387076e-01
2.333333333333333481e+00,1.418796202177005306e+00
2.062046887211502533e+00,7.339775718855617859e-01
2.895380220544835570e+00,1.286748370278128384e+00
1.228713553878169051e+00,9.734937648862563853e-01
2.562046887211502533e+00,-1.320478318988768940e-01
1.000000000000000000e+00,1.732050807568877415e+00
1.166666666666666741e+00,1.179280009176310706e+00
2.790760441089671584e+00,8.414459329873794635e-01
6.666666666666666297e-01,3.132546053918720541e-01
2.290760441089671584e+00,1.707471336771818171e+00
5.000000000000000000e-01,8.660254037844387076e-01
1.562046887211502311e+00,-1.320478318988768940e-01
